0,2047516617,Fri Jun 05 13:46:11 PDT 2009,NO_QUERY,KayKayNYC,"Not sure if should go to Zenkichi tonight, anyone been? Reviews are ok...Kuma Inn @MonasApple Thanks for rec is booked until 10pm "
0,2047516652,Fri Jun 05 13:46:11 PDT 2009,NO_QUERY,ItGirlSerena,"@Izzy_Cullen  Awww,Nate Does come on But Hes to Busy To Sstay and Chat for an Hour!  ...."
0,2047516893,Fri Jun 05 13:46:12 PDT 2009,NO_QUERY,green95j,Leaving DC. Really sick 
0,2047516950,Fri Jun 05 13:46:13 PDT 2009,NO_QUERY,jennihassler,I'm jealous of @puggaloo and @legako's Asheville adventures. 
0,2047516970,Fri Jun 05 13:46:13 PDT 2009,NO_QUERY,huey0929,@prettyodd89 i love you too baby. But im in traffic  im scared its gonna die again.
0,2047517012,Fri Jun 05 13:46:13 PDT 2009,NO_QUERY,Shelby_Girl,Its kinda hard for me to tweet whem my ipod is on its charger 
0,2047517110,Fri Jun 05 13:46:13 PDT 2009,NO_QUERY,windybore,@ShawnKing Google maps says 223 miles from Groton MA to Lake George NY via I-90 
0,2047517156,Fri Jun 05 13:46:13 PDT 2009,NO_QUERY,NicTomTom,out of gin  boooooo #niclovesgin
0,2047517563,Fri Jun 05 13:46:16 PDT 2009,NO_QUERY,manicsocratic,@thisisbob Poore Brothers needs more exposure 
0,2047517591,Fri Jun 05 13:46:16 PDT 2009,NO_QUERY,kenjiro1,Tire shop is taking FOREVER. Funk sauce 
0,2047517609,Fri Jun 05 13:46:16 PDT 2009,NO_QUERY,DaRealAmazing,@little_puma Awwz.. sori(: But next year will suck 
0,2047517649,Fri Jun 05 13:46:16 PDT 2009,NO_QUERY,willameda,@evilmaharaja Not in Maine. That's my home state. I moved away. Wish I could go back. 
0,2047517774,Fri Jun 05 13:46:17 PDT 2009,NO_QUERY,reenastarr,Rainy day  Maxin' out and watching &quot;Yes Man.&quot;
0,2047517796,Fri Jun 05 13:46:17 PDT 2009,NO_QUERY,markress,@sdrayray No the recording will not be available 2 the public. Our Offline Gold Mastermind members can only get access 2 that. Sorry 
0,2047517882,Fri Jun 05 13:46:17 PDT 2009,NO_QUERY,volveinn,"got up of my bed now, i'm not okay  listening to some music and feeling horrible."
0,2047518149,Fri Jun 05 13:46:19 PDT 2009,NO_QUERY,daffadillies,OMG! I just went to star filming and it is waaay too dark in here. Damn these bulbs! I'll have to film downstairs later tonight. Urgh 
